country_code,region,year,education_expenditure_gdp,student_teacher_ratio_primary,primary_completion_rate,school_life_expectancy,gender_ratio_primary,gender_ratio_secondary,gender_ratio_tertiary,gni_per_capita,public_expenditure_per_student,total_population,life_expectancy,fertility_rate,free_education_years,inbound_mobility_rate,outbound_mobility_rate
DZ,Africa,2020,6.1939172744751,200749.0,102.240936279297,,0.969200015068054,,1.41146004199982,4020.0,,44042091.0,73.257,2.94,12.0,0.5592700242996216,2.078089952468872
DZ,Africa,2021,5.51403284072876,200749.0,99.7526779174805,,,,1.39614999294281,4120.0,,44761099.0,75.208,2.87,12.0,0.6195099949836731,2.165359973907471
DZ,Africa,2022,4.74924659729004,206998.0,94.7113876342773,,,,1.42060995101929,4430.0,,45477389.0,76.129,2.817,12.0,0.5024600028991699,2.330209970474243
EE,Europe,2013,4.84388017654419,6578.0,96.8842620849609,16.42388,0.994340002536774,0.990149974822998,1.3359899520874,18120.0,25.87764,1317997.0,77.1414634146341,1.52,12.0,2.894789934158325,6.448480129241943
EE,Europe,2014,4.39433002471924,,98.3406295776367,16.21989,0.99397999048233,0.993969976902008,1.33897995948792,18880.0,22.38644,1314545.0,77.0341463414634,1.54,12.0,3.716789960861206,6.984280109405518
EE,Europe,2015,5.14418983459473,,97.0932998657227,16.11494,1.00006997585297,0.99549001455307,1.33205997943878,18540.0,19.99539,1315407.0,77.590243902439,1.58,12.0,5.178030014038086,7.847209930419922
EE,Europe,2016,5.15763998031616,7351.0,97.9379806518555,16.06362,1.00147998332977,1.00742995738983,1.32819998264313,18240.0,20.29085,1315790.0,77.6414634146342,1.6,12.0,6.803410053253174,7.871490001678467
EE,Europe,2017,4.96131992340088,7453.0,96.3807678222656,15.989,1.00048005580902,1.02270996570587,1.3313399553299,18730.0,,1317384.0,78.0926829268293,1.59,12.0,8.258130073547363,8.213509559631348
EE,Europe,2018,5.23997020721436,7662.0,96.5968170166016,15.91049,1.0025999546051,1.02867996692657,1.32591998577118,21160.0,,1321977.0,78.2439024390244,1.67,12.0,9.592900276184082,8.095120429992676
EE,Europe,2019,5.26041984558105,7982.23486328125,97.2760772705078,,1.00777995586395,1.03623998165131,1.32676994800568,23060.0,,1326898.0,78.6463414634147,1.66,12.0,11.08736991882324,7.952730178833008
EE,Europe,2020,5.52696990966797,8184.64013671875,95.801399230957,,1.00202000141144,1.04681003093719,1.33736002445221,23230.0,,1329522.0,78.5951219512195,1.58,12.0,12.30142974853516,8.351889610290527
EE,Europe,2021,5.2632098197937,8371.1396484375,98.2262268066406,,,,1.34328997135162,26260.0,,1330932.0,76.9439024390244,1.61,12.0,11.62462043762207,8.296159744262695
EE,Europe,2022,,8322.9638671875,98.5223922729492,,,,1.3450700044632,27290.0,,1348840.0,77.8439024390244,1.41,12.0,11.42164993286133,7.959879875183105
EG,Africa,2013,4.12252616882324,,92.0215911865234,12.73592,0.991439998149872,0.979319989681244,0.910929977893829,2810.0,,95333553.0,69.632,3.49,12.0,1.77564001083374,0.8163400292396545
EG,Africa,2014,4.25138568878174,,,12.73727,0.99712997674942,0.995580017566681,0.913150012493134,3000.0,,97528654.0,69.911,3.49,12.0,1.879439949989319,0.9401400089263916
EG,Africa,2015,3.93084812164307,,,,,,0.981029987335205,3100.0,,99597342.0,70.135,3.5,12.0,,0.9314600229263306
EG,Africa,2016,,509764.0,88.0339202880859,13.1253,1.00066995620728,0.983690023422241,1.0390100479126,3200.0,,101644589.0,70.437,3.35,12.0,1.834239959716797,1.129169940948486
EG,Africa,2017,,511478.0,87.4164962768555,13.32624,1.00267994403839,0.982969999313354,1.04560995101929,2880.0,9.84518,103696057.0,70.709,3.31,12.0,,1.193330049514771
EG,Africa,2018,,533935.0,90.6235885620117,,1.0039199590683,0.986590027809143,1.05162000656128,2710.0,,105682094.0,70.974,3.02,12.0,,1.213899970054626
EG,Africa,2019,,530666.0,92.8502197265625,,1.00809001922607,0.990459978580475,,2640.0,,107553158.0,71.213,2.87,12.0,,
EG,Africa,2020,,525396.0,96.5726165771484,,,,0.987240016460419,2960.0,,109315124.0,69.79,2.85,12.0,0.9444299936294556,1.488680005073547
EG,Africa,2021,,526106.0,97.4728698730469,,,,,3470.0,,110957008.0,68.976,2.75,12.0,,
EG,Africa,2022,,441263.0,,,,,1.01102995872498,4040.0,,112618250.0,71.01,2.75,12.0,1.987679958343506,1.974670052528381
ER,Africa,2013,,8680.0,53.5726318359375,,1.04512000083923,0.797770023345947,,,,3074360.0,65.005,4.335,8.0,,
ER,Africa,2014,,8515.0,56.9248275756836,8.72332,0.853680014610291,0.814920008182526,0.492370009422302,,,3095173.0,65.517,4.273,8.0,,13.78577995300293
ER,Africa,2015,,8346.0,57.4330787658691,8.03471,0.861720025539398,0.848380029201508,0.64723002910614,,,3105546.0,65.909,4.217,8.0,,15.42702960968018
ER,Africa,2016,,8524.0,,,0.868516206741333,,0.704760015010834,,,3124698.0,66.242,4.164,8.0,,19.69042015075684
ER,Africa,2017,,8842.0,63.7134399414062,,0.859449982643127,0.898259997367859,,,,3150347.0,66.612,4.112,8.0,,
ER,Africa,2018,,9028.0,62.929759979248,,0.857460021972656,0.909409999847412,,,,3192760.0,66.979,4.056,8.0,,
ER,Africa,2019,,9375.0,59.4557113647461,,0.860393106937408,0.916796088218689,,,,3240194.0,67.306,3.997,8.0,,
ER,Africa,2020,,,,,,,,,,3291271.0,66.98,3.933,8.0,,
ER,Africa,2021,,,,,,,,,,3350183.0,66.94,3.867,8.0,,
ER,Africa,2022,,12025.0,56.6654586791992,,,,,,,3409447.0,67.789,3.786,8.0,,
ES,Europe,2013,4.34961986541748,220323.0,96.5905990600586,17.1725,1.01124000549316,1.00271999835968,1.17466998100281,29240.0,17.62613,46620045.0,83.0780487804878,1.27,10.0,2.861819982528687,1.528959989547729
ES,Europe,2014,4.30150985717773,226066.0,96.5192031860352,17.29005,1.01323997974396,1.00092995166779,1.16842997074127,29150.0,17.33387,46480882.0,83.2292682926829,1.32,10.0,,1.666309952735901
ES,Europe,2015,4.28457021713257,228299.0,96.1013488769531,17.47447,1.01551997661591,0.993809998035431,1.16105997562408,28460.0,17.27588,46444832.0,82.8317073170732,1.33,10.0,,1.783619999885559
ES,Europe,2016,4.22544002532959,233065.0,94.7013168334961,17.54028,1.01656997203827,1.00346994400024,1.16592001914978,27560.0,17.11832,46484062.0,83.3292682926829,1.33,10.0,2.531460046768188,1.93815004825592
ES,Europe,2017,4.20552015304565,231683.0,96.6760177612305,17.61613,1.01662003993988,1.01362001895905,1.1698100566864,27120.0,,46593236.0,83.2829268292683,1.31,10.0,3.229899883270264,2.070830106735229
ES,Europe,2018,4.1794900894165,233424.0,95.6724014282227,17.75741,1.01365995407104,1.01873004436493,1.17788004875183,29340.0,,46797754.0,83.4317073170732,1.26,10.0,3.456039905548096,2.063050031661987
ES,Europe,2019,4.23021984100342,235723.0,96.6371078491211,,1.01298999786377,1.02888000011444,1.18435001373291,30370.0,,47134837.0,83.8317073170732,1.23,10.0,3.697829961776733,2.066109895706177
ES,Europe,2020,4.89540004730225,234884.0,96.0053405761719,,1.01031005382538,1.02936005592346,1.20201003551483,27180.0,,47365655.0,82.2317073170732,1.18,10.0,3.834789991378784,2.205670118331909
ES,Europe,2021,4.86506986618042,247980.0,99.1650314331055,,,,1.21069002151489,30110.0,,47415794.0,83.1780487804878,1.18,10.0,3.576280117034912,2.085939884185791
ES,Europe,2022,4.31587886810303,244256.0,98.4915237426758,,,,1.21847999095917,32000.0,,47759127.0,83.1341463414634,1.16,10.0,3.970599889755249,2.201469898223877
ET,Africa,2013,4.82446432113647,,,,0.92558628320694,0.935770511627197,,450.0,,98438751.0,62.161,4.708,8.0,,
ET,Africa,2014,4.79265069961548,244788.733333,52.5954093933105,,0.917990028858185,0.94667375087738,0.488559991121292,530.0,8.50257,101115610.0,62.927,4.605,8.0,,0.8183799982070923
ET,Africa,2015,5.15336132049561,396302.0,52.8494415283203,,0.908510029315948,0.961709976196289,,580.0,7.87686,103867135.0,63.592,4.529,8.0,,
ET,Africa,2016,5.06151390075684,,,,0.907353699207306,,,650.0,,106718162.0,64.162,4.473,8.0,,
ET,Africa,2017,5.49905061721802,461064.0,,,0.902628362178802,,,710.0,,109666481.0,64.766,4.401,8.0,,
ET,Africa,2018,5.22011184692383,,,,0.900771856307983,,,770.0,,112664152.0,65.257,4.371,8.0,,
ET,Africa,2019,4.48086929321289,,,,0.902289211750031,,,820.0,,115737383.0,65.741,4.347,8.0,,
ET,Africa,2020,4.09056520462036,537596.0,64.0929565429688,,0.902322709560394,,,860.0,,118917671.0,65.969,4.274,8.0,,
ET,Africa,2021,4.06524896621704,516403.0,,,0.912419974803925,,,930.0,,122138588.0,65.33,4.177,8.0,,
ET,Africa,2022,3.73649501800537,353124.0,62.1418037414551,,,,,1010.0,,125384287.0,66.897,4.082,8.0,,
FI,Europe,2013,7.12404012680054,26402.0,99.30322265625,19.30257,0.992399990558624,1.0959700345993,1.17451000213623,49510.0,20.71923,5438972.0,80.9756097560976,1.75,12.0,7.07390022277832,2.684139966964722
FI,Europe,2014,7.10236978530884,26385.0,99.212158203125,19.26124,0.995800018310547,1.09898996353149,1.17227005958557,49410.0,21.13702,5461512.0,81.1804878048781,1.71,12.0,7.434979915618896,2.887480020523071
FI,Europe,2015,7.03208017349243,,99.4556198120117,19.31862,0.994159996509552,1.10157001018524,1.17013001441956,47170.0,21.99535,5479531.0,81.4804878048781,1.65,12.0,7.650800228118896,3.087300062179565
FI,Europe,2016,6.85153007507324,26996.0,99.4276275634766,19.31544,0.995559990406036,1.10216999053955,1.16276001930237,45540.0,21.50883,5495303.0,81.4292682926829,1.57,12.0,7.806149959564209,3.42576003074646
FI,Europe,2017,6.36311006546021,26633.0,99.1299896240234,19.39712,0.994870007038116,1.10040998458862,1.15916001796722,44840.0,,5508214.0,81.6317073170732,1.49,12.0,8.177909851074219,3.711950063705444
FI,Europe,2018,6.27557992935181,27152.0,99.7019500732422,19.476,0.994700014591217,1.10361003875732,1.16006004810333,48220.0,,5515525.0,81.7341463414634,1.41,12.0,8.051850318908691,3.846610069274902
FI,Europe,2019,6.41695022583008,27433.0,99.4365997314453,,0.994539976119995,1.09565997123718,1.17170000076294,49950.0,,5521606.0,81.9829268292683,1.35,12.0,8.053449630737305,3.838399887084961
FI,Europe,2020,6.6349401473999,28460.0,99.1813507080078,,0.997009992599487,1.10054004192352,1.19628000259399,50030.0,,5529543.0,81.9317073170732,1.37,12.0,7.971980094909668,3.716049909591675
FI,Europe,2021,6.53825998306274,27793.0,99.2806777954102,,,,1.20285999774933,53200.0,,5541017.0,81.8853658536585,1.46,12.0,8.077409744262695,3.340179920196533
FI,Europe,2022,,28606.0,98.3830795288086,,,,1.22125995159149,54710.0,,5556106.0,81.1878048780488,1.32,12.0,8.483420372009277,2.96973991394043
FR,Europe,2013,5.4928936958313,229471.0,,15.41289,0.997290015220642,1.01165997982025,1.19668996334076,43820.0,17.71386,65997932.0,82.219512195122,1.99,12.0,9.778690338134766,3.290780067443848
FR,Europe,2014,5.48920440673828,,,15.44229,0.995199978351593,1.01516997814178,1.19544005393982,43350.0,17.68894,66312067.0,82.719512195122,2.0,12.0,9.842390060424805,3.444119930267334
FR,Europe,2015,5.44642734527588,,,15.4227,0.993780016899109,1.01034998893738,1.19532001018524,41130.0,17.53958,66548272.0,82.3219512195122,1.96,12.0,9.875969886779783,3.58390998840332
FR,Europe,2016,5.40805816650391,,,15.52843,0.994509994983673,1.00823998451233,1.19184005260468,39100.0,17.3647,66724104.0,82.5731707317073,1.92,12.0,9.892359733581545,3.670069932937622
FR,Europe,2017,5.45160007476807,,,15.6456,0.994069993495941,1.00760996341705,1.19454002380371,38300.0,,66918020.0,82.5756097560976,1.89,12.0,10.2012300491333,3.748539924621582
FR,Europe,2018,5.40716981887817,,,15.79594,0.994050025939941,1.00562000274658,1.19896996021271,41130.0,,67158348.0,82.6756097560976,1.87,12.0,8.768489837646484,3.809340000152588
FR,Europe,2019,5.35443019866943,,,,0.994930028915405,1.00145995616913,1.20405995845795,42470.0,,67382061.0,82.8268292682927,1.86,12.0,9.174699783325195,3.84293007850647
FR,Europe,2020,5.65981006622314,,,,0.992519974708557,1.00024998188019,1.22032999992371,39200.0,,67601110.0,82.1756097560976,1.83,12.0,9.185400009155272,3.961450099945068
FR,Europe,2021,5.43038988113403,,,,,,1.22686994075775,43800.0,,67842811.0,82.3243902439024,1.84,12.0,9.000709533691406,3.760610103607178
FR,Europe,2022,,,,,,,1.23821997642517,45180.0,,68065015.0,82.1292682926829,1.79,12.0,9.137040138244627,3.936840057373047
GA,Africa,2013,3.02971005439758,,,,,,,8870.0,,1913059.0,65.751,4.019,10.0,,
GA,Africa,2014,2.66667008399963,,,,,,,8880.0,,1978399.0,66.07,3.953,10.0,,
GA,Africa,2015,2.82435989379883,,,,,,,7610.0,,2040989.0,66.336,3.921,10.0,,
GA,Africa,2016,2.66773080825806,,,,,,,6770.0,,2100306.0,66.583,3.921,10.0,,
GA,Africa,2017,3.55570793151855,,,,,,,6230.0,,2156900.0,66.816,3.913,10.0,,
GA,Africa,2018,3.07154297828674,,,,,,,6540.0,,2212318.0,67.043,3.908,10.0,,
GA,Africa,2019,2.8743097782135,10060.0,72.9149398803711,,0.967231214046478,1.07875549793243,1.20081079006195,6870.0,,2267706.0,67.337,3.884,10.0,,
GA,Africa,2020,3.39874076843262,,,,,,,6730.0,,2322539.0,67.073,3.831,10.0,,
GA,Africa,2021,2.70079278945923,,82.0206985473633,,,,1.37765145301819,6520.0,,2376722.0,67.072,3.776,10.0,,
GA,Africa,2022,2.20773649215698,,,,,,,7480.0,,2430747.0,67.713,3.712,10.0,,
GB,Europe,2013,5.52530002593994,250692.984375,,17.63429,0.997630000114441,1.04343998432159,1.24086999893188,42790.0,23.14708,64128273.0,81.0048780487805,1.83,13.0,17.4626293182373,1.199810028076172
GB,Europe,2014,5.60134983062744,272430.0,,17.48591,0.998030006885529,1.03813004493713,1.23725998401642,44580.0,23.5778,64602298.0,81.3048780487805,1.81,13.0,18.22084045410156,1.278120040893555
GB,Europe,2015,5.55452013015747,,98.8590393066406,17.32866,0.998679995536804,1.02937996387482,1.24521005153656,44380.0,24.97949,65116219.0,80.9560975609756,1.8,13.0,18.48802947998047,1.350939989089966
GB,Europe,2016,5.42795991897583,313648.9375,98.5017929077148,,0.998279988765717,,1.25339996814728,42960.0,24.17334,65611593.0,81.1560975609756,1.79,13.0,18.09594917297363,1.445619940757751
GB,Europe,2017,5.45256996154785,318533.15625,98.4309921264648,17.49843,0.99712997674942,1.02929997444153,1.26095998287201,41660.0,,66058859.0,81.2560975609756,1.74,13.0,17.91753005981445,1.503340005874634
GB,Europe,2018,5.20437002182007,279097.09375,98.4754791259766,17.24805,0.99711000919342,1.02574002742767,1.26346004009247,42020.0,,66460344.0,81.2560975609756,1.68,13.0,18.32440948486328,1.591570019721985
GB,Europe,2019,5.26115989685059,280504.6875,100.144721984863,,0.997630000114441,1.02240002155304,1.26252996921539,43240.0,,66836327.0,81.3691219512195,1.632,13.0,18.67705917358398,1.507369995117188
GB,Europe,2020,5.43935012817383,281265.78125,99.5260925292969,,0.997720003128052,1.024090051651,1.25449001789093,38770.0,,67081234.0,80.331756097561,1.571,13.0,20.1479606628418,1.466179966926575
GB,Europe,2021,5.90458011627197,285964.65625,99.4473419189453,,,,1.26254999637604,45510.0,,67026292.0,80.6473170731707,1.583,13.0,20.06040000915527,1.321789979934692
GB,Europe,2022,4.95917558670044,282367.25,100.087432861328,,,,1.27066004276276,48520.0,,67791000.0,81.0112195121951,1.56,13.0,21.57226943969727,1.327690005302429
GE,Asia,2013,3.47322177886963,31595.0,109.781311035156,14.03843,0.98988002538681,1.02667999267578,1.22838997840881,4680.0,,3717668.0,73.025,1.993,12.0,3.033370018005371,6.370779991149902
GE,Asia,2014,2.99768662452698,31428.0,108.327568054199,14.21274,0.990939974784851,1.03322005271912,1.20272994041443,4850.0,,3719414.0,73.105,2.18,12.0,,7.746870040893555
GE,Asia,2015,3.16487407684326,32001.0,107.12882232666,14.46464,1.00150001049042,1.02771997451782,1.18024003505707,4500.0,,3725276.0,73.241,2.214,12.0,3.745110034942627,6.950349807739258
GE,Asia,2016,3.52338004112244,33020.0,120.578979492188,14.68717,1.00329995155334,1.01774001121521,1.12468004226685,4180.0,,3727505.0,73.136,2.228,12.0,4.931640148162842,6.613470077514648
GE,Asia,2017,3.52442002296448,33398.0,120.752311706543,15.02782,1.01081001758575,1.01057004928589,1.1038099527359,4130.0,,3728004.0,73.435,2.136,12.0,5.538430213928223,7.852499961853027
GE,Asia,2018,3.46094989776611,33998.0,102.538223266602,15.27506,1.01153004169464,1.01428997516632,1.07713997364044,4580.0,,3726549.0,73.985,2.093,12.0,6.747640132904053,7.044469833374023
GE,Asia,2019,3.82985997200012,34555.0,98.4816665649414,15.61537,1.00773000717163,1.00812995433807,1.08809995651245,4780.0,,3720161.0,74.165,2.021,12.0,8.111700057983398,6.471950054168701
GE,Asia,2020,3.8498592376709,32616.0,95.0958023071289,,1.00504004955292,1.00990998744965,1.10652995109558,4330.0,,3722716.0,73.509,1.976,12.0,8.72305965423584,6.170539855957031
GE,Asia,2021,3.59441995620728,32677.0,88.7954330444336,,1.00732004642487,1.00392997264862,1.11722004413605,4760.0,,3708610.0,71.635,1.98,12.0,9.06177043914795,5.680300235748291
GE,Asia,2022,3.75498008728027,32737.0,111.292549133301,,,,1.14094996452332,5690.0,,3712502.0,74.141,1.82,12.0,10.72119045257568,5.428659915924072
GH,Africa,2013,4.57646989822388,129599.0,91.1848068237305,11.34636,0.999270021915436,0.912599980831146,0.631229996681213,1790.0,7.27847,27386193.0,62.397,4.114,9.0,3.044100046157837,3.033370018005371
GH,Africa,2014,3.68234825134277,136578.0,89.2414321899414,11.05138,0.999409973621368,0.939769983291626,0.657790005207062,1830.0,6.44452,28041592.0,62.832,4.029,9.0,3.899869918823242,3.007400035858154
GH,Africa,2015,3.68874549865723,138928.0,93.6741485595703,11.5566,0.999639987945557,0.949259996414185,0.680729985237122,1880.0,,28696068.0,63.175,3.982,9.0,4.268159866333008,3.204040050506592
GH,Africa,2016,3.45474433898926,142520.0,,11.52074,1.01233994960785,0.967719972133636,0.701839983463287,1760.0,,29356742.0,63.522,3.873,9.0,3.79013991355896,3.309629917144775
GH,Africa,2017,3.18611741065979,160939.0,87.8497772216797,11.46962,1.01010000705719,0.973659992218018,0.706740021705627,1830.0,,30008354.0,63.829,3.715,9.0,2.923120021820068,3.356319904327393
GH,Africa,2018,3.01595592498779,161538.0,88.0406112670898,11.48333,1.01215994358063,0.985480010509491,0.745119988918304,2060.0,,30637585.0,64.138,3.65,9.0,2.248179912567139,3.693789958953857
GH,Africa,2019,3.15307116508484,168546.0,,11.86731,1.01385998725891,0.998700022697449,0.824509978294373,2170.0,,31258945.0,64.455,3.593,9.0,1.391720056533813,3.49564003944397
GH,Africa,2020,3.40915989875793,185715.0,,,1.01759004592896,1.00419998168945,0.87882000207901,2250.0,,31887809.0,64.309,3.541,9.0,1.045250058174133,3.491909980773926
GH,Africa,2021,3.41949439048767,172817.0,,,,,0.911570012569427,2310.0,,32518665.0,64.286,3.492,9.0,0.912779986858368,3.524620056152344
GH,Africa,2022,2.90529441833496,,92.0071716308594,,,,0.941120028495789,2400.0,,33149152.0,65.246,3.434,9.0,0.8529099822044373,3.514549970626831
GM,Africa,2013,1.81839001178741,7084.0,60.6040382385254,,1.04388999938965,,,680.0,7.27309,2103820.0,62.252,5.392,9.0,,
GM,Africa,2014,2.22280263900757,6152.0,60.5978355407715,,1.05557000637054,,,600.0,8.85134,2164528.0,62.576,5.197,9.0,,
GM,Africa,2015,2.19235181808472,7902.0,60.7109489440918,,1.06764996051788,,,590.0,8.47324,2224529.0,62.971,5.003,9.0,,
GM,Africa,2016,2.17479729652405,11654.0,60.9133911132812,,1.07556998729706,,,590.0,,2283769.0,63.386,4.809,9.0,,
GM,Africa,2017,2.45919442176819,8528.0,,,1.08311998844147,,,620.0,,2342189.0,63.708,4.614,9.0,,
GM,Africa,2018,2.36544394493103,9694.0,,,1.09420001506805,,,680.0,,2399632.0,64.034,4.42,9.0,,
GM,Africa,2019,2.80809712409973,10101.0,68.6075592041016,,1.10830998420715,,,720.0,,2456844.0,64.427,4.33,9.0,,
GM,Africa,2020,2.88734579086304,10780.0,71.6708374023438,,1.11924004554749,,,720.0,,2515733.0,64.418,4.248,9.0,,
GM,Africa,2021,3.04477691650391,12116.0,74.407470703125,,1.13089001178741,1.17850005626678,,760.0,,2576010.0,63.847,4.165,9.0,,
GM,Africa,2022,2.74282312393188,,75.2207336425781,,1.12258577346802,,,830.0,,2636470.0,64.859,4.078,9.0,,
GN,Africa,2013,2.63421010971069,37687.0,61.940990447998,,0.842970013618469,0.628703474998474,0.433620005846024,680.0,6.91242,11191873.0,57.459,5.151,6.0,,6.239510059356689
GN,Africa,2014,2.42281007766724,37938.0,64.0024795532227,9.00926,0.846140027046204,0.653670012950897,0.44242000579834,730.0,6.07708,11472924.0,57.581,5.07,6.0,,6.449940204620361
GN,Africa,2015,2.51713991165161,35940.0,62.8346481323242,,0.813708543777466,0.653762340545654,0.40683576464653,740.0,,11767070.0,57.899,5.002,6.0,,
GN,Africa,2016,2.54450011253357,37680.0,62.4415283203125,,0.819310009479523,0.647530138492584,0.418100863695145,760.0,6.81269,12073030.0,58.49,4.915,6.0,,
GN,Africa,2017,2.3203399181366,39914.0,55.4486312866211,,0.836079776287079,,0.453490972518921,800.0,,12385659.0,58.715,4.793,6.0,,
GN,Africa,2018,2.38432002067566,40816.0,56.6452713012695,,0.843308448791504,0.68032842874527,0.39317199587822,860.0,,12704774.0,59.043,4.669,6.0,,
GN,Africa,2019,1.85812997817993,42135.0,56.9965400695801,,0.838948607444763,0.71750807762146,0.404074788093567,970.0,,13034346.0,59.379,4.576,6.0,,
GN,Africa,2020,2.43267011642456,43914.0,60.7978096008301,,0.848070025444031,,0.409110724925995,1030.0,,13371183.0,59.35,4.489,6.0,,
GN,Africa,2021,2.04074811935425,45766.0,63.183910369873,,,,0.460138857364655,1120.0,,13710513.0,59.373,4.399,6.0,,
GN,Africa,2022,1.98561489582062,,,,,,,1280.0,,14055137.0,60.432,4.303,6.0,,
GQ,Africa,2013,,,,,,,,11220.0,,1346218.0,59.784,4.952,6.0,,
GQ,Africa,2014,,,,,,,,10610.0,,1399828.0,60.228,4.863,6.0,,
GQ,Africa,2015,,4021.0,39.0611000061035,,0.994090020656586,,,8720.0,,1453923.0,60.635,4.774,6.0,,
GQ,Africa,2016,,4378.0,,,,,,6660.0,,1508186.0,61.081,4.686,6.0,,
GQ,Africa,2017,,4491.0,,,,,,5260.0,,1562396.0,61.481,4.599,6.0,,
GQ,Africa,2018,,4631.0,,,,,,5450.0,,1616422.0,61.915,4.513,6.0,,
GQ,Africa,2019,,5222.0,,,,,,5130.0,,1670177.0,62.297,4.429,6.0,,
GQ,Africa,2020,,,,,,,,4790.0,,1716468.0,62.141,4.346,6.0,,
GQ,Africa,2021,,,,,,,,4820.0,,1758786.0,62.447,4.266,6.0,,
GQ,Africa,2022,,,,,,,,4570.0,,1803545.0,63.355,4.17,6.0,,
GR,Europe,2013,4.49511909484863,66735.0,95.4035110473633,17.34186,0.9826899766922,0.964380025863647,0.993239998817444,22420.0,,10965211.0,81.2853658536585,1.29,12.0,4.186359882354736,5.147659778594971
GR,Europe,2014,4.32135677337646,66551.0,95.2432403564453,17.8985,0.988179981708527,0.942879974842072,0.98786997795105,22000.0,,10892413.0,81.3853658536585,1.3,12.0,,5.316080093383789
GR,Europe,2015,3.66139006614685,66755.0,97.6107788085938,,0.991039991378784,0.929759979248047,,20170.0,20.20131,10820883.0,81.0365853658537,1.33,12.0,,
GR,Europe,2016,4.01561069488525,69716.0,99.0063781738281,18.64053,0.99576997756958,0.936249971389771,0.972940027713776,18620.0,20.26908,10775971.0,81.3878048780488,1.38,12.0,3.345230102539063,5.033480167388916
GR,Europe,2017,3.47708988189697,69214.0,98.4479598999023,19.10167,1.00029003620148,0.942969977855682,0.988829970359802,17960.0,,10754679.0,81.2878048780488,1.35,12.0,3.41035008430481,5.165209770202637
GR,Europe,2018,3.59734010696411,70598.0,97.6072235107422,19.5002,1.00344002246857,0.948599994182587,1.00592994689941,19100.0,,10732882.0,81.7878048780488,1.35,12.0,3.432770013809204,5.099800109863281
GR,Europe,2019,3.58612990379333,74311.0,98.3840713500977,,1.00506997108459,0.949490010738373,1.05113995075226,19690.0,,10721582.0,81.6390243902439,1.34,12.0,3.499399900436401,4.985779762268066
GR,Europe,2020,4.49500036239624,75601.0,98.4192581176758,,1.00756001472473,0.954909980297089,1.07237994670868,17870.0,,10698599.0,81.2878048780488,1.39,12.0,2.795360088348389,5.040830135345459
GR,Europe,2021,4.08201456069946,76829.0,96.3431167602539,,,,1.07597005367279,20000.0,,10569207.0,80.0829268292683,1.43,12.0,2.819519996643066,4.811850070953369
GR,Europe,2022,,74702.0,99.3498992919922,,,,1.05964004993439,21970.0,,10436882.0,80.7878048780488,1.32,12.0,3.068759918212891,4.409150123596191
GW,Africa,2013,2.01027011871338,,,,,,,660.0,,1695973.0,58.879,4.93,,,
GW,Africa,2014,,,,,,,,660.0,,1741122.0,59.476,4.79,,,
GW,Africa,2015,,,,,,,,670.0,,1786457.0,60.071,4.661,,,
GW,Africa,2016,,,,,,,,670.0,,1831893.0,60.619,4.519,,,
GW,Africa,2017,,,,,,,,710.0,,1877072.0,61.148,4.347,,,
GW,Africa,2018,,,,,,,,750.0,,1922168.0,61.652,4.241,,,
GW,Africa,2019,,,,,,,,850.0,,1967696.0,62.161,4.153,,,
GW,Africa,2020,,,,,,,,840.0,,2013255.0,61.343,4.075,,,
GW,Africa,2021,,,,,,,,890.0,,2058841.0,61.653,3.998,,,
GW,Africa,2022,,,,,,,,920.0,,2105529.0,63.605,3.911,,,
HR,Europe,2013,4.52116012573242,11688.0,97.7585601806641,15.17351,1.00302994251251,1.03304994106293,1.2597199678421,13940.0,,4233922.0,77.5707317073171,1.46,8.0,0.3037199974060059,5.185389995574951
HR,Europe,2014,5.17615127563477,11741.0,97.71337890625,15.27311,0.995859980583191,1.03540003299713,1.26270997524261,13810.0,,4201598.0,77.7243902439024,1.46,8.0,0.384799987077713,5.320879936218262
HR,Europe,2015,4.96908521652222,11849.0,101.075813293457,15.22484,1.0,1.04666996002197,1.25069999694824,13580.0,,4151725.0,77.2756097560976,1.41,8.0,0.5067200064659119,5.460000038146973
HR,Europe,2016,4.89622449874878,12033.0,97.5143585205078,15.1877,1.00409996509552,1.04527997970581,1.25931000709534,13090.0,,4106867.0,77.9219512195122,1.43,8.0,0.427729994058609,5.696070194244385
HR,Europe,2017,3.86269998550415,,98.413459777832,15.22672,1.00124001502991,1.04858005046844,1.25240004062653,13350.0,,4041407.0,77.7268292682927,1.42,8.0,2.89411997795105,5.870059967041016
HR,Europe,2018,3.91209006309509,12444.0,100.778800964355,15.18179,1.00310003757477,1.04736995697021,1.25789999961853,14670.0,,3988775.0,77.919512195122,1.47,8.0,3.04200005531311,5.920929908752441
HR,Europe,2019,3.92007994651794,12546.0,99.4307022094727,,1.00706994533539,1.0545300245285,1.27487003803253,15800.0,,3949390.0,78.2243902439024,1.47,8.0,3.491859912872314,6.208459854125977
HR,Europe,2020,4.38901996612549,12632.0,100.528030395508,,1.00203001499176,1.05743002891541,1.28549003601074,15130.0,,3914206.0,77.5243902439024,1.48,8.0,2.950000047683716,6.206759929656982
HR,Europe,2021,4.05666017532349,13085.0,98.0124893188477,,,,1.29124999046326,17420.0,,3878981.0,76.4243902439025,1.62,8.0,2.663320064544678,6.495550155639648
