country_code,region,year,education_expenditure_gdp,student_teacher_ratio_primary,primary_completion_rate,school_life_expectancy,gender_ratio_primary,gender_ratio_secondary,gender_ratio_tertiary,gni_per_capita,public_expenditure_per_student,total_population,life_expectancy,fertility_rate,free_education_years,inbound_mobility_rate,outbound_mobility_rate
KR,Asia,2015,4.45423984527588,164415.0,100.521743774414,16.6031,0.998470008373261,0.993260025978088,0.78329998254776,28720.0,,51014947.0,82.0243902439024,1.239,9.0,1.668859958648682,3.300519943237305
KR,Asia,2016,4.33309984207153,164354.0,103.802207946777,16.50547,0.998470008373261,0.992020010948181,0.790759980678558,29330.0,27.84732,51217803.0,82.2756097560976,1.172,9.0,1.931380033493042,3.291800022125244
KR,Asia,2017,4.32823991775513,164663.0,97.8568572998047,16.48165,0.99753999710083,0.993570029735565,0.797789990901947,30290.0,,51361911.0,82.6268292682927,1.052,9.0,2.257240056991577,3.362390041351318
KR,Asia,2018,4.45807981491089,165837.0,96.7625503540039,16.49396,0.99822998046875,0.992890000343323,0.810829997062683,32740.0,,51585058.0,82.6268292682927,0.977,9.0,2.748199939727783,3.297930002212524
KR,Asia,2019,4.68465995788574,166710.0,99.9055786132812,,0.998579978942871,0.99371999502182,0.82438999414444,33830.0,,51764822.0,83.2268292682927,0.918,9.0,3.25629997253418,3.346230030059814
KR,Asia,2020,4.8017201423645,166424.0,101.201568603516,,0.998160004615784,0.994369983673096,0.832859992980957,33040.0,,51836239.0,83.4268292682927,0.837,9.0,3.726119995117188,3.410279989242554
KR,Asia,2021,4.86627006530762,167074.0,98.4761962890625,,,,0.845170021057129,35180.0,,51769539.0,83.5268292682927,0.808,12.0,4.075479984283447,3.065900087356567
KR,Asia,2022,,169496.0,96.0547332763672,,,,0.860520005226135,36160.0,,51672569.0,82.6804878048781,0.778,12.0,4.362460136413574,3.097549915313721
KW,Asia,2013,,27801.0,95.0986633300781,,1.02244997024536,1.04277002811432,,53330.0,,3507844.0,78.7418048780488,1.968,12.0,,
KW,Asia,2014,,28610.0,,14.24582,1.02143001556396,1.05208003520966,1.4464099407196,51350.0,14.37769,3665876.0,79.0803414634146,2.06,12.0,,18.58283996582031
KW,Asia,2015,,29810.0,,14.69398,1.03220999240875,1.06357002258301,1.50092005729675,41830.0,,3834574.0,79.3765609756098,2.03,12.0,,18.69589996337891
KW,Asia,2016,5.95593976974487,30635.0,,,1.03975999355316,,1.56852996349335,34920.0,,4004096.0,79.6775853658537,2.061,12.0,,19.31819915771484
KW,Asia,2017,6.35444211959839,31081.0,,,1.03327000141144,,1.53643000125885,30650.0,,4154812.0,79.9160731707317,2.16,12.0,,19.71929931640625
KW,Asia,2018,6.39165258407593,31524.0,,,1.10301995277405,,1.54649996757507,32340.0,,4323515.0,80.1063658536585,2.118,12.0,,21.23043060302734
KW,Asia,2019,6.72789573669434,33015.0,,,1.15234994888306,,1.541100025177,35680.0,,4442316.0,81.969756097561,2.082,12.0,,20.52359962463379
KW,Asia,2020,6.24513053894043,34105.0,,,1.12817001342773,,1.49251997470856,33160.0,,4400267.0,78.7609756097561,2.033,12.0,,18.95223999023438
KW,Asia,2021,7.76246690750122,32782.0,,,1.15374994277954,,1.36266005039215,36140.0,,4360865.0,78.7365853658537,2.148,12.0,,19.77821922302246
KW,Asia,2022,6.58236503601074,,,,,,,39000.0,,4589643.0,80.5878048780488,1.546,12.0,,
KZ,Asia,2013,3.44564890861511,64124.0,101.626678466797,15.07024,1.00279998779297,1.01926004886627,1.19913005828857,11490.0,,17556502.0,70.719,2.67,11.0,1.114590048789978,6.932290077209473
KZ,Asia,2014,3.429039478302,66578.0,102.490600585938,15.12672,1.00077998638153,1.02521002292633,1.19074094295502,11720.0,,17816285.0,71.415,2.76,11.0,1.509209990501404,9.210570335388184
KZ,Asia,2015,3.33796977996826,73827.0,100.46361541748,15.11816,1.00178003311157,1.03478002548218,1.19703245162964,11040.0,,18084169.0,72.024,2.755,11.0,1.515310049057007,11.88516998291016
KZ,Asia,2016,3.56325101852417,68663.0,99.314811706543,15.14946,1.00264000892639,1.0263500213623,1.16778481006622,8500.0,,18363600.0,72.549,2.795,11.0,2.009989976882935,14.46805000305176
KZ,Asia,2017,3.39102387428284,65356.0,99.6095886230469,15.29436,1.01660001277924,1.00917994976044,1.18970656394958,7780.0,0.26455,18651931.0,72.996,2.745,11.0,2.210429906845093,13.54335975646973
KZ,Asia,2018,3.15191626548767,71641.0,101.419227600098,15.44011,1.01719999313354,1.00812995433807,1.17943513393402,7790.0,0.23507,18932727.0,73.369,2.845,11.0,2.267549991607666,13.94184970855713
KZ,Asia,2019,3.35382127761841,84896.0,98.4228668212891,15.61293,1.01801002025604,1.00978004932404,1.17654550075531,8500.0,,19209555.0,73.658,2.89,11.0,3.317739963531494,13.04244041442871
KZ,Asia,2020,4.44620370864868,90047.0,100.877517700195,,0.997829973697662,1.00129997730255,1.1643568277359,8380.0,,19482117.0,71.195,3.13,11.0,5.507750034332275,10.80152034759521
KZ,Asia,2021,4.38569402694702,94887.0,97.0019683837891,,,,1.17281401157379,8540.0,,19743603.0,70.131,3.32,11.0,,
KZ,Asia,2022,4.45820236206055,105750.0,103.160285949707,,,,1.18488311767578,9420.0,,20034609.0,73.503,3.05,11.0,,
LA,Asia,2013,3.23380994796753,34311.0,98.3839721679688,10.81301,0.940358936786652,0.879565834999084,0.897226631641388,1590.0,9.9565,6611385.0,65.723,2.872,5.0,0.2312300056219101,3.527309894561768
LA,Asia,2014,2.93780994415283,34619.0,100.343330383301,11.09207,0.946547389030457,0.904829978942871,0.940500795841217,1810.0,9.10321,6703172.0,66.35,2.802,5.0,0.4100100100040436,2.558279991149902
LA,Asia,2015,2.73689794540405,35206.0,101.072700500488,11.22174,0.954333245754242,0.918046295642853,0.968201100826263,1960.0,,6801645.0,66.688,2.796,5.0,0.2419500052928925,2.710949897766113
LA,Asia,2016,2.77442979812622,36069.0,99.6043472290039,11.15811,0.954895853996277,0.921100914478302,1.01263356208801,2110.0,,6908802.0,67.014,2.744,9.0,0.3681400120258331,5.13454008102417
LA,Asia,2017,2.4979727268219,36204.0,100.821891784668,10.98724,0.9623002409935,0.926145672798157,1.0643984079361,2240.0,,7018147.0,67.345,2.691,9.0,0.423660010099411,4.579969882965088
LA,Asia,2018,2.33501219749451,35199.0,98.2439804077148,10.6347,0.962274074554443,0.933759808540344,1.09109663963318,2460.0,,7128045.0,67.594,2.633,9.0,0.4694699943065643,6.274189949035645
LA,Asia,2019,2.12201404571533,35891.0,93.520378112793,10.47854,0.965516924858093,0.936084747314453,1.1313499212265,2520.0,,7237636.0,67.911,2.589,9.0,0.4618000090122223,8.180879592895508
LA,Asia,2020,1.91597270965576,34743.0,90.9710693359375,,0.967871189117432,0.94508683681488,1.14903914928436,2470.0,,7346533.0,68.339,2.535,9.0,0.5768399834632874,10.02068042755127
LA,Asia,2021,1.85949182510376,33892.0,90.1808242797852,,0.972314178943634,0.953078925609589,1.13832092285156,2500.0,,7453194.0,67.807,2.494,9.0,,
LA,Asia,2022,1.46083438396454,32864.0,89.0527038574219,,,,1.03156661987305,2300.0,,7559007.0,68.715,2.455,9.0,,
LB,Asia,2013,2.43396997451782,39149.0,,,,,1.19447004795074,7880.0,,5743436.0,78.037,2.361,10.0,,5.499959945678711
LB,Asia,2014,,39017.0,,,,,1.23737001419067,7440.0,,6346990.0,78.148,2.375,10.0,7.641270160675049,6.098440170288086
LB,Asia,2015,,,,,,,1.08441996574402,7360.0,,6472469.0,78.275,2.382,10.0,9.854570388793944,6.816249847412109
LB,Asia,2016,2.12633323669434,39967.0,,,,,1.25204002857208,7670.0,,6323060.0,78.306,2.39,10.0,8.872420310974121,7.330259799957275
LB,Asia,2017,2.13748621940613,40256.0,,,,,1.24793994426727,8260.0,,6160128.0,78.192,2.372,9.0,8.894049644470215,8.122119903564453
LB,Asia,2018,2.52722072601318,,,,,,1.25450003147125,8700.0,,5984119.0,78.263,2.347,9.0,9.306489944458008,7.901730060577393
LB,Asia,2019,2.60026550292969,40600.0,,,,,1.23959994316101,8630.0,,5794594.0,78.208,2.327,9.0,9.58778953552246,7.690229892730713
LB,Asia,2020,1.66996812820435,40911.0,,,,,,6350.0,,5702398.0,76.299,2.308,9.0,9.248080253601074,8.428779602050781
LB,Asia,2021,,36960.0,,,,,,4770.0,,5718122.0,73.65,2.283,9.0,12.39739990234375,8.865859985351562
LB,Asia,2022,,35937.0,,,,,,4170.0,,5744489.0,78.003,2.263,9.0,14.27649021148682,9.968589782714844
LI,Europe,2013,,261.0,,,,,,,,36984.0,82.2609756097561,1.45,,,
LI,Europe,2014,,247.10823059082,92.2480621337891,14.63511,0.992200016975403,0.807780027389526,0.475100010633469,,,37248.0,82.0731707317073,1.59,,85.30120086669922,116.7211685180664
LI,Europe,2015,,252.0,105.747131347656,14.71424,0.984139978885651,0.778129994869232,0.488099992275238,,,37494.0,82.6560975609756,1.4,,87.5999984741211,133.9299468994141
LI,Europe,2016,,260.0,100.251892089844,14.72093,0.961830019950867,0.782270014286041,0.546019971370697,,,37716.0,82.2585365853659,1.61,,88.8888931274414,132.8679809570313
LI,Europe,2017,,257.0,90.4392776489258,14.90233,0.967249989509583,0.813839972019196,0.626909971237183,,,37962.0,83.7463414634147,1.44,,87.98497772216797,129.8107757568359
LI,Europe,2018,,257.0,107.32984161377,14.62087,1.00840997695923,0.831250011920929,0.56496000289917,,,38246.0,83.0414634146342,1.58,,88.40493774414062,127.6808776855469
LI,Europe,2019,,263.0,94.459098815918,,1.00021004676819,0.859109997749329,0.566550016403198,,,38563.0,84.1609756097561,1.48,,86.38858032226562,129.4188079833984
LI,Europe,2020,,279.0,104.37158203125,,0.973429977893829,0.849269986152649,0.591019988059998,,,38901.0,81.6585365853659,1.46,,87.1459732055664,127.3171005249023
LI,Europe,2021,,283.0,88.9411773681641,,,,0.651700019836426,,,39182.0,84.4024390243902,1.53,,85.58187103271484,124.4619293212891
LI,Europe,2022,,,,,,,,,,39493.0,84.1219512195122,1.47,13.0,,
LK,Asia,2013,1.5645899772644,74415.0,95.9955596923828,13.9696,0.976220011711121,1.04642999172211,1.35024058818817,3630.0,4.34115,20585000.0,75.546,2.178,13.0,0.2740299999713898,5.412769794464111
LK,Asia,2014,1.85859000682831,75143.0,95.3030700683594,,0.977280020713806,,1.22692060470581,3810.0,6.47661,20778000.0,75.757,2.134,13.0,0.2956799864768982,5.426000118255615
LK,Asia,2015,2.10998010635376,76803.0,95.0213775634766,,0.978940010070801,,1.35691797733307,3920.0,7.43956,20970000.0,75.99,2.09,13.0,0.3201299905776978,5.679480075836182
LK,Asia,2016,3.22929000854492,76426.0,96.0217666625977,13.82598,0.978709995746613,1.03437995910645,1.36694824695587,4020.0,14.4145,21209000.0,76.136,2.062,13.0,0.4361500144004822,6.516079902648926
LK,Asia,2017,2.59316992759705,76173.0,97.0510177612305,13.90753,0.985710024833679,1.0514600276947,1.35345530509949,4230.0,11.39277,21444000.0,76.239,2.044,13.0,0.451990008354187,7.261149883270264
LK,Asia,2018,1.98781001567841,78389.0,,14.11107,0.989300012588501,1.04683005809784,1.34265601634979,4360.0,7.91881,21670000.0,76.485,2.033,13.0,0.4395000040531158,8.156889915466309
LK,Asia,2019,,78641.0,95.8618850708008,,0.995429992675781,,1.39371562004089,4220.0,,21803000.0,76.698,2.022,13.0,0.4692099988460541,8.836549758911133
LK,Asia,2020,1.55792391300201,77927.0,96.5811538696289,,1.00074994564056,,1.39931762218475,3880.0,,21919000.0,76.928,2.007,13.0,0.3866899907588959,9.139490127563477
LK,Asia,2021,1.50650584697723,71903.0,98.5569839477539,,,,1.38230800628662,4020.0,,22156000.0,76.278,1.995,13.0,0.3556900024414063,8.272850036621094
LK,Asia,2022,1.20397222042084,71668.0,96.1759262084961,,,,1.39707887172699,3620.0,,22181000.0,77.3,1.984,13.0,,7.797520160675049
LR,Africa,2013,1.69078004360199,15688.0,,,,,,610.0,,4470239.0,59.992,4.749,6.0,,
LR,Africa,2014,2.16898345947266,25812.0,58.0902557373047,,0.915729999542236,0.772669970989227,,620.0,,4564293.0,59.21,4.622,6.0,,
LR,Africa,2015,2.11587476730347,22479.0,,,0.899469971656799,0.769400000572205,,620.0,3.94327,4659431.0,59.248,4.523,6.0,,
LR,Africa,2016,2.11479687690735,30434.0,60.8017692565918,,0.993110001087189,,,610.0,14.49935,4755608.0,60.483,4.461,6.0,,
LR,Africa,2017,2.24632501602173,28468.0,57.2440147399902,,0.990890026092529,,,620.0,,4848925.0,60.777,4.396,6.0,,
LR,Africa,2018,2.41389799118042,,,,,,,620.0,,4944726.0,60.999,4.336,6.0,,
LR,Africa,2019,2.16508197784424,,,,,,,600.0,,5043721.0,61.232,4.257,6.0,,
LR,Africa,2020,2.13601422309875,29288.0,,,0.995360016822815,0.976689994335175,,570.0,,5149463.0,61.267,4.174,6.0,,
LR,Africa,2021,2.11186790466309,31447.0,58.7495651245117,,,,,630.0,,5259323.0,61.166,4.089,6.0,,
LR,Africa,2022,2.27609586715698,37210.0,58.1735000610352,,,,,680.0,,5373294.0,61.934,4.016,6.0,,
LS,Africa,2013,7.28999996185303,11324.0,81.1170120239258,11.97322,0.961409986019135,1.34274995326996,1.29027998447418,1440.0,,2056504.0,49.547,3.283,7.0,0.4320200085639954,12.1061897277832
LS,Africa,2014,7.19999980926514,11167.0,80.4921646118164,11.92323,0.957130014896393,1.35592997074127,1.28848004341125,1330.0,,2080089.0,50.786,3.239,7.0,0.3949899971485138,12.50691986083984
LS,Africa,2015,7.64250230789185,10930.0,79.3446350097656,11.81651,0.950119972229004,1.34519004821777,1.32616996765137,1280.0,,2104611.0,51.83,3.217,7.0,0.3231199979782104,12.90365982055664
LS,Africa,2016,7.55247402191162,10687.0,81.1535415649414,,0.950150012969971,1.34837996959686,,1240.0,,2130422.0,52.908,3.18,7.0,,
LS,Africa,2017,7.23117733001709,11167.0,,12.13149,0.949289977550507,1.34967005252838,1.37110996246338,1160.0,,2157110.0,53.874,3.105,7.0,0.3278400003910065,13.54955005645752
LS,Africa,2018,7.40291881561279,10235.0,,,0.950330018997192,1.23179304599762,1.34321999549866,1250.0,20.7122,2183603.0,54.638,3.016,7.0,0.3520799875259399,14.17613983154297
LS,Africa,2019,7.19406890869141,10193.0,82.8508071899414,,0.951355755329132,1.23651611804962,,1310.0,,2209405.0,55.249,2.924,7.0,,
LS,Africa,2020,6.99799251556396,9932.0,76.1884078979492,,,,,1170.0,,2235727.0,55.133,2.846,7.0,,
LS,Africa,2021,7.50747919082642,10011.0,82.8435745239258,,,,,1190.0,,2261542.0,54.209,2.769,7.0,,
LS,Africa,2022,6.43347549438477,10022.0,74.5931243896484,,,,,1270.0,,2286110.0,56.812,2.716,7.0,,
LT,Europe,2013,4.60233020782471,8642.0,101.388000488281,16.60784,0.998269975185394,0.955420017242432,1.32524001598358,15390.0,19.15043,2957689.0,73.9146341463415,1.59,12.0,2.451550006866455,7.532219886779785
LT,Europe,2014,4.48657989501953,8441.0,101.040542602539,16.46251,0.997309982776642,0.958779990673065,1.30691003799438,16120.0,18.47169,2932367.0,74.5170731707317,1.57,12.0,,7.986239910125732
LT,Europe,2015,4.2271900177002,8401.0,98.6750793457031,16.44508,0.997250020503998,0.959429979324341,1.28764998912811,15200.0,18.59952,2904910.0,74.3219512195122,1.63,12.0,3.53767991065979,8.036359786987305
LT,Europe,2016,4.004310131073,8330.0,100.636123657227,16.49953,0.997330009937286,0.956700026988983,1.26415002346039,14950.0,19.49595,2868231.0,74.6707317073171,1.63,12.0,4.111130237579346,7.999919891357422
LT,Europe,2017,3.81220006942749,8425.0,101.582061767578,16.63731,0.999729990959167,0.958459973335266,1.24649000167847,15330.0,,2828403.0,75.4804878048781,1.57,12.0,4.612949848175049,8.287989616394043
LT,Europe,2018,3.89289999008179,8501.0,104.108901977539,16.56925,1.00031995773315,0.963779985904694,1.24563002586365,17470.0,,2801543.0,75.6804878048781,1.53,12.0,5.326029777526855,8.7991304397583
LT,Europe,2019,3.9640998840332,8507.0,110.234832763672,,0.995869994163513,0.967140018939972,1.26421999931335,19130.0,,2794137.0,76.2829268292683,1.43,12.0,5.991879940032959,9.36633014678955
LT,Europe,2020,4.50859022140503,8547.0,108.115692138672,,1.00065994262695,0.974629998207092,1.27708005905151,19710.0,,2794885.0,75.0292682926829,1.36,12.0,6.161290168762207,9.767040252685549
LT,Europe,2021,4.25490999221802,8439.0,100.338752746582,,,,1.30253005027771,21910.0,,2800839.0,74.0365853658537,1.36,12.0,7.329090118408203,9.443360328674316
LT,Europe,2022,,8555.0,100.605529785156,,,,1.32714998722076,23970.0,,2831639.0,75.6439024390244,1.27,12.0,8.773500442504883,7.88362979888916
LU,Europe,2013,4.686607837677,4330.0,83.8762512207031,,1.00555002689362,1.02516996860504,,85160.0,19.57115,543360.0,81.8,1.55,13.0,,
LU,Europe,2014,3.85569000244141,4338.0,81.5906524658203,,1.00258004665375,1.0222100019455,,86760.0,19.45288,556319.0,82.2292682926829,1.5,13.0,,
LU,Europe,2015,3.76792001724243,4247.0,80.5688018798828,14.06477,0.998950004577637,1.03717994689941,1.06951999664307,73530.0,19.6895,569604.0,82.2926829268293,1.47,13.0,45.86716842651367,145.8691558837891
LU,Europe,2016,4.46611595153809,4411.0,79.0113525390625,14.22752,0.996919989585876,1.03114998340607,1.07155001163483,73730.0,,582014.0,82.6853658536585,1.41,13.0,46.99454116821289,152.2722778320313
LU,Europe,2017,3.48645997047424,,78.4026489257812,14.25582,0.994459986686707,1.02134001255035,1.07863998413086,75800.0,,596336.0,82.0951219512195,1.39,13.0,46.72711944580078,156.1552734375
LU,Europe,2018,3.66211009025574,4718.0,76.6966171264648,14.31532,0.975750029087067,1.01999998092651,1.11626994609833,79770.0,,607950.0,82.2951219512195,1.38,13.0,47.7353401184082,164.4960479736328
LU,Europe,2019,3.73606991767883,4916.0,77.8626022338867,,0.987349987030029,0.996940016746521,1.12335002422333,79180.0,,620001.0,82.6390243902439,1.34,13.0,48.64826965332031,170.4618072509766
LU,Europe,2020,3.85349988937378,5009.0,77.2754287719727,,0.986010015010834,0.99795001745224,1.15936005115509,80980.0,,630419.0,82.1439024390244,1.36,13.0,48.38795852661133,170.7827758789063
LU,Europe,2021,3.71989011764526,5490.89453125,76.8128814697266,,,,1.16293001174927,87610.0,,640064.0,82.5975609756098,1.38,13.0,49.30202102661133,170.7478179931641
LU,Europe,2022,4.70302200317383,5727.99951171875,77.8365173339844,,,,1.17917001247406,89200.0,,653103.0,82.9463414634147,1.31,13.0,50.48474884033203,172.5166168212891
LV,Europe,2013,6.99697017669678,10221.0,99.4163284301758,15.82871,0.993629992008209,0.969290018081665,1.34127998352051,14860.0,36.91353,2012647.0,73.9829268292683,1.52,12.0,3.710020065307617,6.734670162200928
LV,Europe,2014,5.28122997283936,10338.0,100.357841491699,15.817,0.998510003089905,0.974560022354126,1.29967999458313,15350.0,27.32363,1993782.0,74.1243902439024,1.65,12.0,4.992700099945068,6.714869976043701
LV,Europe,2015,5.28251981735229,10537.0,100.010948181152,15.8314,1.00073003768921,0.979659974575043,1.35910999774933,15090.0,26.76693,1977527.0,74.4804878048781,1.7,12.0,6.118929862976074,6.754069805145264
LV,Europe,2016,4.65749979019165,10619.0,98.0600967407227,15.98269,1.00077998638153,0.98496001958847,1.34677004814148,14810.0,24.50426,1959537.0,74.580487804878,1.74,12.0,7.670680046081543,6.654300212860107
LV,Europe,2017,4.36671018600464,10532.0,99.3118133544922,16.16769,1.00192999839783,0.990149974822998,1.31445002555847,14900.0,,1942248.0,74.6292682926829,1.69,12.0,7.393199920654297,6.411610126495361
LV,Europe,2018,4.24356985092163,10622.0,98.3991394042969,16.23089,1.00484001636505,0.989839971065521,1.32555997371674,16590.0,,1927174.0,74.7829268292683,1.6,12.0,9.269379615783691,6.384300231933594
LV,Europe,2019,4.43584012985229,10563.0,98.3075332641602,,1.00041997432709,0.999430000782013,1.28015995025635,17580.0,,1913822.0,75.3878048780488,1.61,12.0,10.42872047424316,6.19674015045166
LV,Europe,2020,4.85059022903442,10457.0,98.3287582397461,,1.00128996372223,1.00449001789093,1.26305997371674,17860.0,,1900449.0,75.1853658536585,1.55,12.0,12.77956962585449,6.662759780883789
LV,Europe,2021,4.61546993255615,10240.0,98.0715408325195,,,,1.27304995059967,19950.0,,1884490.0,72.9804878048781,1.57,12.0,12.76290035247803,6.846980094909668
LV,Europe,2022,,9923.0,98.4483032226562,,,,1.30770003795624,22260.0,,1879383.0,74.2780487804878,1.47,12.0,12.6783504486084,6.476719856262207
LY,Africa,2013,,,,,,,,11960.0,,6304628.0,72.339,2.716,9.0,,
LY,Africa,2014,,,,,,,,9130.0,,6427252.0,71.3,2.754,9.0,,
LY,Africa,2015,,,,,,,,8370.0,,6531819.0,71.644,2.711,9.0,,
LY,Africa,2016,,,,,,,,7670.0,,6632126.0,71.799,2.673,9.0,,
LY,Africa,2017,,,,,,,,9760.0,,6738770.0,72.721,2.626,9.0,,
LY,Africa,2018,,,,,,,,11000.0,,6849055.0,73.151,2.581,12.0,,
LY,Africa,2019,,,,,,,,10100.0,,6951033.0,72.941,2.539,12.0,,
LY,Africa,2020,,,,,,,,7010.0,,7045399.0,72.388,2.507,12.0,,
LY,Africa,2021,,,,,,,,6930.0,,7135175.0,72.062,2.462,12.0,,
LY,Africa,2022,,,,,,,,5960.0,,7223805.0,74.462,2.402,12.0,,
MA,Africa,2013,,154754.0,93.8462524414062,,0.95592999458313,,0.961319983005524,3350.0,19.49905,33787571.0,72.117,2.478,9.0,1.405699968338013,5.701200008392334
MA,Africa,2014,5.48276042938232,157019.0,95.4183883666992,,0.95608001947403,,0.963259994983673,3330.0,,34204780.0,72.522,2.425,9.0,1.801349997520447,5.376810073852539
MA,Africa,2015,5.13336896896362,156072.0,95.7169036865234,,0.950020015239716,,0.947229981422424,3300.0,,34607588.0,72.894,2.406,9.0,1.753350019454956,5.128429889678955
MA,Africa,2016,5.08530187606812,154252.0,94.2610397338867,,0.954039990901947,,0.910950005054474,3150.0,,35023457.0,73.228,2.396,9.0,1.74793004989624,4.88709020614624
MA,Africa,2017,4.73564958572388,150198.0,91.4058609008789,13.50344,0.955569982528687,0.894900023937225,0.955869972705841,3160.0,,35446392.0,73.608,2.375,9.0,1.992599964141846,5.078579902648926
MA,Africa,2018,4.96022701263428,161288.0,91.3554306030273,13.72117,0.960389971733093,0.914969980716705,0.972220003604889,3380.0,,35839760.0,73.946,2.354,9.0,1.932289958000183,5.009479999542236
MA,Africa,2019,5.00325679779053,171812.0,94.3192291259766,13.95808,0.966050028800964,0.930130004882813,1.01232004165649,3510.0,,36210898.0,74.245,2.342,9.0,1.972360014915466,5.063109874725342
MA,Africa,2020,6.28428268432617,166728.0,96.9155807495117,,0.970459997653961,0.95073002576828,1.03974997997284,3260.0,,36584208.0,73.133,2.32,9.0,2.064929962158203,5.335909843444824
MA,Africa,2021,5.64273405075073,171569.0,100.300598144531,,0.972779989242554,0.969340026378632,1.09154999256134,3630.0,,36954442.0,73.385,2.288,9.0,1.868909955024719,5.56348991394043
MA,Africa,2022,5.91224670410156,175292.0,101.028228759766,,,,1.11842000484467,3690.0,,37329064.0,75.161,2.256,9.0,1.744830012321472,5.496200084686279
MC,Europe,2013,1.33440005779266,,,,,,,,3.6851,35447.0,85.056,2.313,12.0,,
MC,Europe,2014,1.02195000648499,,,,,,,,3.48192,36128.0,85.093,2.485,12.0,,
MC,Europe,2015,,155.0,,,,,,,,36757.0,85.323,2.503,12.0,,
MC,Europe,2016,1.37246000766754,146.0,150.180511474609,,,,1.37630999088287,,3.31307,37276.0,85.63,2.578,12.0,,48.88167953491211
MC,Europe,2017,1.45792996883392,193.0,,,,,,,,37678.0,85.878,2.418,12.0,0.3440400063991547,49.84851837158203
MC,Europe,2018,,193.0,,,,,,,,38154.0,86.084,2.485,12.0,,39.25474166870117
MC,Europe,2019,1.15890002250671,170.0,,,,,,,,38109.0,86.151,2.403,12.0,,52.34514999389648
MC,Europe,2020,,176.0,,,,,,,,38050.0,86.089,2.38,12.0,24.65896987915039,54.20444869995117
MC,Europe,2021,1.41878998279572,182.0,,,,,,,,38527.0,85.113,2.122,12.0,27.92023086547852,44.32901000976563
MC,Europe,2022,1.17324995994568,171.0,,,,,,,,38931.0,85.746,2.114,12.0,82.95350646972656,45.10594940185547
MD,Europe,2013,5.90975522994995,8468.0,,11.81358,,,,3620.0,,2859558.0,70.291,1.622,12.0,1.883000016212463,15.34817028045654
MD,Europe,2014,6.33806991577148,8235.0,109.125480651855,11.76271,0.995949983596802,1.01401996612549,1.21075999736786,3730.0,36.5398,2857815.0,70.241,1.82,12.0,2.055449962615967,18.17390060424805
MD,Europe,2015,5.80568695068359,7936.0,107.112968444824,11.63386,0.989430010318756,1.01400005817413,1.2323100566864,3290.0,34.82502,2835978.0,70.118,1.87,12.0,2.498290061950684,17.98051071166992
MD,Europe,2016,5.67208003997803,7913.0,106.62077331543,11.56715,0.987630009651184,1.00547003746033,1.24274003505707,3170.0,32.54519,2803186.0,70.179,1.89,12.0,3.628659963607788,19.61252975463867
MD,Europe,2017,5.71016979217529,7880.0,107.240913391113,11.61391,0.988210022449493,0.993650019168854,1.21740996837616,3300.0,32.53601,2755189.0,70.375,1.81,12.0,4.130589962005615,19.56609916687012
MD,Europe,2018,5.53887987136841,7819.0,101.781578063965,11.53408,0.983439981937408,0.992990016937256,1.23276996612549,3850.0,32.53494,2707203.0,70.236,1.81,12.0,5.073500156402588,23.99773025512695
MD,Europe,2019,6.22576999664307,7771.0,102.427383422852,11.42658,0.953459978103638,0.985260009765625,1.24310994148254,4490.0,,2664224.0,70.181,1.78,12.0,5.579909801483154,20.72200965881348
MD,Europe,2020,6.6012601852417,7744.0,104.137680053711,,0.982169985771179,0.994340002536774,1.26979005336761,4360.0,,2635130.0,69.914,1.77,12.0,6.63263988494873,25.40596008300781
MD,Europe,2021,5.82405996322632,7579.0,,,0.989189982414246,0.990400016307831,1.28447103500366,5270.0,,2595809.0,68.991,1.751,12.0,6.466569900512695,24.98086929321289
MD,Europe,2022,6.11053991317749,7525.0,,,,,,5520.0,,2528654.0,71.546,1.694,12.0,6.954619884490967,23.88665962219238
ME,Europe,2013,,,,,,,1.2012300491333,7330.0,,621207.0,76.490243902439,1.73,9.0,,17.01275062561035
ME,Europe,2014,,,,,,,1.19032001495361,7320.0,,621810.0,76.3390243902439,1.75,9.0,,16.05636978149414
ME,Europe,2015,,,99.9322204589844,,1.00248003005981,1.01688003540039,1.18450999259949,7260.0,,622159.0,76.6024390243903,1.7,9.0,,17.25020980834961
ME,Europe,2016,,,97.4612274169922,14.89724,0.985889971256256,1.0171799659729,1.19902002811432,7090.0,,622303.0,76.5414634146342,1.8,9.0,,19.34605026245117
ME,Europe,2017,,,97.7640609741211,15.02132,1.00006997585297,1.01328003406525,1.21518003940582,7410.0,,622373.0,76.6853658536585,1.8,9.0,,20.20162963867188
ME,Europe,2018,,,100.53662109375,14.99968,0.954919993877411,1.01383996009827,1.24579000473022,8450.0,,622227.0,77.8853658536585,1.8,9.0,,21.8661003112793
ME,Europe,2019,,,98.6865615844727,14.9452,1.00015997886658,1.01874995231628,1.24052000045776,9140.0,,622028.0,76.6829268292683,1.8,9.0,,23.1390209197998
ME,Europe,2020,,,101.628753662109,,0.999419987201691,1.02005004882813,1.25313997268677,7900.0,,621306.0,75.9317073170732,1.75,13.0,,22.91043090820313
ME,Europe,2021,,,99.2118988037109,,1.00494003295898,1.01886999607086,1.26197004318237,9370.0,,619211.0,73.8243902439024,1.75,13.0,,23.30120086669922
ME,Europe,2022,,,110.560340881348,,,,1.29665994644165,10480.0,,617213.0,76.1878048780488,1.8,13.0,,24.06571006774902
