country_code,country_name,region,year,education_expenditure_gdp,student_teacher_ratio_primary,primary_completion_rate,school_life_expectancy,gender_ratio_primary,gender_ratio_secondary,gender_ratio_tertiary,gni_per_capita,public_expenditure_per_student,total_population,life_expectancy,fertility_rate
DZ,DZ,Africa,2013,6.65906047821045,155144.0,101.996597290039,,0.948409974575043,,1.35364997386932,5970.0,,38414171.0,74.809,2.997
DZ,DZ,Africa,2014,6.54889822006226,159115.0,101.006042480469,,0.950959980487823,,1.36342000961304,6030.0,,39205031.0,74.992,3.084
DZ,DZ,Africa,2015,6.17633008956909,164684.0,98.1254730224609,,0.952300012111664,,1.37646996974945,5390.0,,40019529.0,75.159,3.091
DZ,DZ,Africa,2016,6.50210857391357,169931.0,100.489837646484,,0.949720025062561,,1.41565001010895,4920.0,,40850721.0,75.31,3.091
DZ,DZ,Africa,2017,5.73482370376587,176809.0,102.320610046387,,0.950929999351501,,1.33998000621796,4440.0,,41689299.0,75.431,3.09
DZ,DZ,Africa,2018,5.81275129318237,182153.0,102.68798828125,,0.954990029335022,,1.40358996391296,4450.0,,42505035.0,75.555,3.019
DZ,DZ,Africa,2019,5.57536554336548,222838.0,99.7298889160156,,0.958090007305145,,1.40271997451782,4480.0,,43294546.0,75.682,2.997
DZ,DZ,Africa,2020,6.1939172744751,200749.0,102.240936279297,,0.969200015068054,,1.41146004199982,4020.0,,44042091.0,73.257,2.94
DZ,DZ,Africa,2021,5.51403284072876,200749.0,99.7526779174805,,,,1.39614999294281,4120.0,,44761099.0,75.208,2.87
DZ,DZ,Africa,2022,4.74924659729004,206998.0,94.7113876342773,,,,1.42060995101929,4430.0,,45477389.0,76.129,2.817
BJ,BJ,Africa,2013,3.3275101184845,47201.0,76.898193359375,12.55958,0.915210008621216,0.670080006122589,0.383980005979538,1140.0,11.04903,10708834.0,58.863,5.41
BJ,BJ,Africa,2014,3.161789894104,46454.0,77.3113479614258,12.56749,0.92426997423172,0.689710021018982,0.368950009346008,1180.0,10.19757,11030004.0,59.008,5.374
BJ,BJ,Africa,2015,3.17298007011414,49688.0,78.0327072143555,12.80451,0.930239975452423,0.714070022106171,0.406080007553101,1100.0,10.25321,11360681.0,59.123,5.32
BJ,BJ,Africa,2016,2.89910006523132,54463.0,77.419189453125,12.61455,0.936269998550415,0.75559002161026,0.424789994955063,1040.0,,11697842.0,59.283,5.254
BJ,BJ,Africa,2017,3.53558993339539,51677.0,,,0.935029983520508,,0.443650007247925,1020.0,,12039780.0,59.528,5.155
BJ,BJ,Africa,2018,2.93161988258362,56738.0,,,0.937330007553101,,0.472009986639023,1120.0,,12383347.0,59.71,5.031
BJ,BJ,Africa,2019,2.96520113945007,53341.0,61.7928314208984,,0.929679989814758,,0.482840001583099,1170.0,,12726755.0,59.888,4.9
BJ,BJ,Africa,2020,3.09441518783569,57002.0,60.2596817016602,,0.925499975681305,0.809300005435944,0.519410014152527,1190.0,,13070169.0,60.154,4.795
BJ,BJ,Africa,2021,3.20348429679871,58524.0,70.7910232543945,,0.925650000572205,0.831520020961761,0.562979996204376,1280.0,,13413417.0,59.61,4.707
BJ,BJ,Africa,2022,3.37785911560059,59742.0,64.5733337402344,,,,0.591799974441528,1350.0,,13759501.0,60.475,4.634
BW,BW,Africa,2013,8.0172061920166,15035.0,95.2251205444336,,0.974829971790314,,,6950.0,,2140682.0,61.217,3.045
BW,BW,Africa,2014,7.88874197006226,15200.0,81.8389892578125,,0.970340013504028,,1.19484996795654,6990.0,,2172044.0,62.167,3.027
BW,BW,Africa,2015,8.39457988739014,14533.0,,,0.977760016918182,,1.26716005802155,6140.0,,2203273.0,63.215,3.008
BW,BW,Africa,2016,8.73589324951172,,,,,,1.30353999137878,6060.0,,2234776.0,64.32,2.99
BW,BW,Africa,2017,7.80924463272095,,,,0.980758786201477,,1.30771005153656,6210.0,,2266747.0,65.42,2.969
BW,BW,Africa,2018,7.90538597106934,,,,,,,6680.0,,2299141.0,66.371,2.941
BW,BW,Africa,2019,8.39899635314941,,,,,,1.32228994369507,7520.0,,2332083.0,67.167,2.906
BW,BW,Africa,2020,8.05833625793457,,,,,,1.36037003993988,6600.0,,2365894.0,67.643,2.861
BW,BW,Africa,2021,,14313.0,,,0.98158997297287,1.11308002471924,1.36120998859406,7530.0,,2401441.0,63.303,2.827
BW,BW,Africa,2022,,16622.0,90.9643859863281,,,,1.39171135425568,8250.0,,2439892.0,68.749,2.785
BF,BF,Africa,2013,4.08343982696533,53505.0,61.3418502807617,7.72632,0.967260003089905,0.846459984779358,0.486699998378754,750.0,19.01221,17695409.0,57.903,5.697
BF,BF,Africa,2014,4.05329990386963,58294.0,59.9809112548828,7.86708,0.974290013313293,0.873290002346039,0.479420006275177,730.0,20.22056,18229461.0,58.331,5.595
BF,BF,Africa,2015,3.67008996009827,64177.0,60.7178802490234,8.25893,0.974439978599548,0.921689987182617,0.515519976615906,680.0,16.13029,18777487.0,58.778,5.478
BF,BF,Africa,2016,,69148.0,60.3090896606445,8.52559,0.978280007839203,0.950999975204468,0.504980027675629,650.0,,19334856.0,59.173,5.331
BF,BF,Africa,2017,5.62846994400024,74747.0,61.645149230957,8.90648,0.984899997711182,0.972750008106232,0.514310002326965,650.0,,19894407.0,59.578,5.17
BF,BF,Africa,2018,5.488609790802,80713.0,62.8463706970215,9.27373,0.983500003814697,1.0009800195694,0.574620008468628,730.0,,20438288.0,59.972,4.921
BF,BF,Africa,2019,5.40713691711426,82083.0,61.8211288452148,9.26204,0.994759976863861,1.03302001953125,0.554629981517792,750.0,,20961952.0,60.184,4.681
BF,BF,Africa,2020,5.15086507797241,87304.0,62.0456809997559,,1.00919997692108,1.06068003177643,0.546069979667664,780.0,,21478690.0,60.454,4.44
BF,BF,Africa,2021,5.22401523590088,92911.0,63.8423805236816,,1.01706540584564,1.10512316226959,0.589250028133392,830.0,,21995243.0,60.046,4.361
BF,BF,Africa,2022,5.27651214599609,88222.0,58.3837013244629,,,,0.624419987201691,860.0,,22509038.0,60.7,4.275
BI,BI,Africa,2013,5.99539995193481,44662.0,71.30126953125,11.06155,1.01944994926453,0.811450004577637,0.447315812110901,240.0,12.92904,10439341.0,59.179,5.889
BI,BI,Africa,2014,7.51637983322144,46887.0,69.089469909668,11.37755,1.03279995918274,0.874430000782013,0.323280185461044,240.0,,10799785.0,59.764,5.794
BI,BI,Africa,2015,7.10290956497192,47949.0,62.0943412780762,11.52796,1.02955996990204,0.936649978160858,0.33047553896904,240.0,,11047580.0,60.107,5.695
BI,BI,Africa,2016,4.96585083007812,42497.0,64.0318298339844,11.48011,1.02292001247406,0.994859993457794,0.493762493133545,240.0,,11239451.0,60.789,5.587
BI,BI,Africa,2017,5.00918865203857,42854.0,63.2770881652832,10.93011,1.01498997211456,1.04894995689392,0.531662583351135,240.0,,11506762.0,61.345,5.481
BI,BI,Africa,2018,5.4135274887085,51051.0,57.2230911254883,10.77537,1.01250004768372,1.11448001861572,0.614237904548645,230.0,,11859446.0,61.806,5.38
BI,BI,Africa,2019,5.34668445587158,51545.0,53.330379486084,,1.01482999324799,1.15231001377106,0.639785766601562,220.0,,12255336.0,62.18,5.271
BI,BI,Africa,2020,5.32158517837524,51921.0,49.1959190368652,,1.01317000389099,1.21476995944977,0.710277795791626,210.0,,12617036.0,62.569,5.177
BI,BI,Africa,2021,4.87114191055298,,,,,,0.776610434055328,220.0,,12965481.0,62.101,5.078
BI,BI,Africa,2022,4.82104730606079,,,,,,,230.0,,13321097.0,62.882,4.98
CM,CM,Africa,2013,2.6554799079895,,,,,0.854900002479553,0.768830001354218,1530.0,,21402376.0,58.73,4.905
CM,CM,Africa,2014,2.58396005630493,93738.0,73.6742401123047,11.83732,0.890879988670349,0.850319981575012,0.774119973182678,1570.0,,22059893.0,59.13,4.844
CM,CM,Africa,2015,2.65791988372803,105388.0,74.5130615234375,12.15103,0.898259997367859,0.855030000209808,0.797559976577759,1530.0,,22763414.0,59.687,4.841
CM,CM,Africa,2016,2.56234002113342,104860.0,73.3813705444336,12.10426,0.90038001537323,0.857959985733032,0.874870002269745,1470.0,,23454161.0,60.293,4.842
CM,CM,Africa,2017,3.05962991714478,97984.0,68.2125701904297,,0.900560021400452,0.86700826883316,0.807439982891083,1410.0,,24128601.0,60.817,4.804
CM,CM,Africa,2018,3.03096008300781,93723.0,64.431770324707,,0.901619970798492,0.865007758140564,0.87966001033783,1520.0,,24806383.0,61.189,4.74
CM,CM,Africa,2019,3.04739952087402,96546.0,65.4423599243164,,0.901210010051727,0.865743100643158,0.866819977760315,1560.0,,25506095.0,61.695,4.651
CM,CM,Africa,2020,3.10390138626099,100347.0,66.4576873779297,,,0.871883749961853,0.796720027923584,1540.0,,26210558.0,61.674,4.557
CM,CM,Africa,2021,2.82764077186584,105989.0,68.7343215942383,,,1.0976597070694,0.793179988861084,1610.0,,26915758.0,61.146,4.468
CM,CM,Africa,2022,2.61768436431885,114142.0,69.4347381591797,,,,0.805310010910034,1660.0,,27632771.0,62.443,4.397
CV,CV,Africa,2013,4.5615701675415,2955.0,89.6896667480469,13.48058,0.926639974117279,1.15306997299194,1.31316995620728,3840.0,14.50744,512225.0,73.481,2.067
CV,CV,Africa,2014,4.52134990692139,2965.0,93.9052124023438,13.40017,0.925050020217896,1.13718998432159,1.31412994861603,3750.0,16.47302,512326.0,73.788,2.031
CV,CV,Africa,2015,4.80622005462646,2988.0,94.8530120849609,13.14307,0.931389987468719,1.11571002006531,1.30930995941162,3620.0,16.62463,512394.0,74.096,1.968
CV,CV,Africa,2016,4.75475978851318,2995.0,89.9007110595703,13.04735,0.932200014591217,1.10441994667053,1.32632994651794,3580.0,17.06822,512554.0,74.35,1.966
CV,CV,Africa,2017,4.59278011322021,3016.0,83.4914398193359,12.9541,0.932910025119781,1.09838998317719,1.32400000095367,3620.0,16.65962,512893.0,74.71,1.93
CV,CV,Africa,2018,4.78792285919189,3043.0,81.7538375854492,12.7042,0.934210002422333,1.10310995578766,1.32348001003265,4040.0,,513415.0,74.84,1.804
CV,CV,Africa,2019,4.16529989242554,3093.0,93.7569198608398,,0.942239999771118,1.08632004261017,,4420.0,,514104.0,75.449,1.698
CV,CV,Africa,2020,,3110.0,85.5104904174805,,,,,3510.0,,514679.0,73.818,1.591
CV,CV,Africa,2021,6.03750085830688,3070.0,87.521240234375,,,,,3870.0,,516649.0,74.424,1.554
CV,CV,Africa,2022,4.67288541793823,,,,,,,4550.0,,519741.0,75.907,1.533
CF,CF,Africa,2013,2.6382143497467,,,,,,,360.0,,4642419.0,49.487,6.075
CF,CF,Africa,2014,2.22015333175659,,,,,,,380.0,,4623182.0,40.265,6.099
CF,CF,Africa,2015,1.91022861003876,,,,,,,390.0,,4629320.0,51.934,6.126
CF,CF,Africa,2016,1.75408899784088,9756.0,36.9948997497559,,0.780099987983704,0.649670004844666,,400.0,,4713663.0,50.999,6.126
CF,CF,Africa,2017,1.75365018844604,11334.0,48.7285652160645,,0.765718936920166,0.672689974308014,,420.0,,4793511.0,45.231,6.127
CF,CF,Africa,2018,1.56587600708008,,,,,,,470.0,,4878657.0,52.297,6.108
CF,CF,Africa,2019,1.76792073249817,,,,,,,500.0,,4944703.0,31.53,6.09
CF,CF,Africa,2020,2.14468050003052,,,,,,,490.0,,5026628.0,50.596,6.059
CF,CF,Africa,2021,1.87251687049866,,,,,,,510.0,,5112100.0,40.279,6.052
CF,CF,Africa,2022,2.11509132385254,,,,,,,520.0,,5098039.0,18.818,6.023
TD,TD,Africa,2013,2.85070991516113,37336.0,38.6615600585938,,0.75789999961853,0.459100008010864,,940.0,,13691079.0,51.051,6.839
TD,TD,Africa,2014,2.32031226158142,43490.0,,7.87956,0.754000008106232,0.450390011072159,0.199310004711151,940.0,,14188678.0,51.141,6.781
TD,TD,Africa,2015,2.3428316116333,40872.0,38.9475402832031,7.34935,0.766359984874725,0.448740005493164,0.293460011482239,850.0,,14647621.0,51.32,6.706
TD,TD,Africa,2016,2.38847589492798,38905.0,42.0207710266113,,0.768679976463318,0.458370000123978,,710.0,,15114655.0,51.603,6.623
TD,TD,Africa,2017,2.45481991767883,39611.0,37.8997802734375,,0.757109999656677,0.508430004119873,,620.0,,15622759.0,51.875,6.537
TD,TD,Africa,2018,2.25947499275208,43805.0,40.4090385437012,,0.777830004692078,0.523989975452423,,650.0,,16156531.0,52.447,6.464
TD,TD,Africa,2019,2.37245798110962,44691.0,,,0.778240025043488,0.532549977302551,,670.0,,16685223.0,52.993,6.412
TD,TD,Africa,2020,2.73960399627686,,,,,,0.393660008907318,640.0,,17224679.0,53.082,6.346
TD,TD,Africa,2021,2.8881299495697,48394.0,43.5296287536621,,0.80009001493454,0.583090007305145,,630.0,,17828273.0,53.136,6.255
TD,TD,Africa,2022,2.53867292404175,49875.0,,,,,,660.0,,18455316.0,54.528,6.215
KM,KM,Africa,2013,2.3827600479126,4322.0,73.9174423217773,11.24825,0.942019999027252,1.03761994838715,0.851379990577698,1590.0,8.10595,696192.0,63.839,4.572
KM,KM,Africa,2014,2.74472999572754,4155.0,79.4605712890625,11.2447,0.931659996509552,1.0683399438858,0.801199972629547,1590.0,9.75717,711503.0,64.143,4.489
KM,KM,Africa,2015,2.5450599193573,,,,,,,1480.0,,726682.0,64.473,4.42
KM,KM,Africa,2016,,,,,0.961900770664215,,,1410.0,,741741.0,64.792,4.348
KM,KM,Africa,2017,,6429.0,81.4090423583984,,0.957210004329681,1.06203997135162,,1380.0,,756669.0,65.127,4.278
KM,KM,Africa,2018,,4428.0,,,0.998350024223328,1.06648004055023,,1490.0,,771590.0,65.401,4.208
KM,KM,Africa,2019,,,,,,,,1530.0,,786578.0,65.662,4.138
KM,KM,Africa,2020,2.37805080413818,,,,,,,1530.0,,802163.0,65.756,4.071
KM,KM,Africa,2021,2.27485394477844,4707.0,,,,,,1590.0,,818174.0,65.201,3.999
KM,KM,Africa,2022,2.43164420127869,,,,,,,1620.0,,834188.0,66.481,3.935
CG,CG,Africa,2013,,,,,1.01343548297882,,0.748780012130737,3560.0,,4857099.0,62.969,4.731
CG,CG,Africa,2014,3.18256998062134,,,,0.984804332256317,,,3800.0,,4975880.0,63.349,4.665
CG,CG,Africa,2015,3.13882994651794,17759.0,70.3246002197266,,1.01142454147339,,0.693942308425903,3080.0,,5097581.0,63.662,4.607
CG,CG,Africa,2016,,,,,,,,2260.0,,5222536.0,63.911,4.546
CG,CG,Africa,2017,4.17236995697021,,,,,,0.668370008468628,1740.0,,5351011.0,64.203,4.496
CG,CG,Africa,2018,2.77167010307312,27845.0,65.1861267089844,,0.972339987754822,0.923711538314819,,2070.0,,5483118.0,64.472,4.442
CG,CG,Africa,2019,3.55946898460388,,,,,,,2180.0,,5616661.0,63.152,4.38
CG,CG,Africa,2020,4.61901378631592,,,,,,,2230.0,,5752791.0,64.391,4.329
CG,CG,Africa,2021,3.67454195022583,,,,,,,2040.0,,5892183.0,64.192,4.28
CG,CG,Africa,2022,2.95159220695496,,,,,,,2170.0,,6035104.0,65.0,4.215
CD,CD,Africa,2013,2.06221008300781,339928.0,66.7713775634766,9.60517,0.906289994716644,0.620310008525848,0.451629996299744,380.0,7.19307,75789395.0,57.795,6.527
CD,CD,Africa,2014,1.95142996311188,383207.0,64.9911422729492,,0.909070014953613,0.621810019016266,,420.0,,78403242.0,58.236,6.483
CD,CD,Africa,2015,2.17043995857239,414580.0,67.4965896606445,,0.992659986019135,0.639509975910187,,430.0,,81035531.0,58.658,6.437
CD,CD,Africa,2016,2.1186900138855,,,,,,0.555149972438812,440.0,,83956415.0,59.081,6.392
CD,CD,Africa,2017,1.45494997501373,,,,,,,430.0,,87083398.0,59.495,6.349
CD,CD,Africa,2018,,544039.0,,,0.938539981842041,,,460.0,,90047644.0,59.926,6.302
CD,CD,Africa,2019,,,,,,,,490.0,,92947442.0,60.242,6.253
CD,CD,Africa,2020,2.622638463974,446205.0,78.7289962768555,,0.947830021381378,,0.593029975891113,520.0,,95989998.0,60.428,6.206
CD,CD,Africa,2021,2.660484790802,511999.0,82.6475601196289,,,,,540.0,,99148932.0,60.044,6.156
CD,CD,Africa,2022,3.002521276474,,,,,,,590.0,,102396968.0,60.979,6.106
DJ,DJ,Africa,2013,4.64782524108887,1852.0,,,1.0633100271225,0.905830025672913,,,,984824.0,62.116,3.187
DJ,DJ,Africa,2014,4.38407516479492,1935.0,,,1.05233001708984,0.95430999994278,,,,1002717.0,62.427,3.116
DJ,DJ,Africa,2015,3.59894990921021,1906.0,,,1.07193005084991,0.945129990577698,,2380.0,,1020313.0,62.833,3.041
DJ,DJ,Africa,2016,3.92226004600525,1986.0,,,1.06729996204376,0.966520011425018,,2470.0,37.32327,1037653.0,63.335,2.969
DJ,DJ,Africa,2017,3.73344993591309,2033.0,,,1.06237995624542,0.990400016307831,,2560.0,,1054841.0,63.71,2.916
DJ,DJ,Africa,2018,3.75143003463745,2144.0,,,1.02350997924805,1.00260996818542,,2720.0,,1071882.0,64.105,2.858
DJ,DJ,Africa,2019,,,,,0.995700001716614,1.03419995307922,,2780.0,,1088709.0,64.381,2.798
DJ,DJ,Africa,2020,,2310.0,,,0.958419978618622,1.03258001804352,,2790.0,,1105188.0,64.2,2.745
DJ,DJ,Africa,2021,,2437.0,,,0.91746997833252,1.01098001003265,,3010.0,,1121248.0,63.83,2.699
DJ,DJ,Africa,2022,,2569.0,,,,,,3320.0,,1137096.0,65.54,2.653
EG,EG,Africa,2013,4.12252616882324,,92.0215911865234,12.73592,0.991439998149872,0.979319989681244,0.910929977893829,2810.0,,95333553.0,69.632,3.49
EG,EG,Africa,2014,4.25138568878174,,,12.73727,0.99712997674942,0.995580017566681,0.913150012493134,3000.0,,97528654.0,69.911,3.49
EG,EG,Africa,2015,3.93084812164307,,,,,,0.981029987335205,3100.0,,99597342.0,70.135,3.5
EG,EG,Africa,2016,,509764.0,88.0339202880859,13.1253,1.00066995620728,0.983690023422241,1.0390100479126,3200.0,,101644589.0,70.437,3.35
EG,EG,Africa,2017,,511478.0,87.4164962768555,13.32624,1.00267994403839,0.982969999313354,1.04560995101929,2880.0,9.84518,103696057.0,70.709,3.31
EG,EG,Africa,2018,,533935.0,90.6235885620117,,1.0039199590683,0.986590027809143,1.05162000656128,2710.0,,105682094.0,70.974,3.02
EG,EG,Africa,2019,,530666.0,92.8502197265625,,1.00809001922607,0.990459978580475,,2640.0,,107553158.0,71.213,2.87
EG,EG,Africa,2020,,525396.0,96.5726165771484,,,,0.987240016460419,2960.0,,109315124.0,69.79,2.85
EG,EG,Africa,2021,,526106.0,97.4728698730469,,,,,3470.0,,110957008.0,68.976,2.75
EG,EG,Africa,2022,,441263.0,,,,,1.01102995872498,4040.0,,112618250.0,71.01,2.75
GQ,GQ,Africa,2013,,,,,,,,11220.0,,1346218.0,59.784,4.952
GQ,GQ,Africa,2014,,,,,,,,10610.0,,1399828.0,60.228,4.863
GQ,GQ,Africa,2015,,4021.0,39.0611000061035,,0.994090020656586,,,8720.0,,1453923.0,60.635,4.774
GQ,GQ,Africa,2016,,4378.0,,,,,,6660.0,,1508186.0,61.081,4.686
GQ,GQ,Africa,2017,,4491.0,,,,,,5260.0,,1562396.0,61.481,4.599
GQ,GQ,Africa,2018,,4631.0,,,,,,5450.0,,1616422.0,61.915,4.513
GQ,GQ,Africa,2019,,5222.0,,,,,,5130.0,,1670177.0,62.297,4.429
GQ,GQ,Africa,2020,,,,,,,,4790.0,,1716468.0,62.141,4.346
GQ,GQ,Africa,2021,,,,,,,,4820.0,,1758786.0,62.447,4.266
GQ,GQ,Africa,2022,,,,,,,,4570.0,,1803545.0,63.355,4.17
ER,ER,Africa,2013,,8680.0,53.5726318359375,,1.04512000083923,0.797770023345947,,,,3074360.0,65.005,4.335
ER,ER,Africa,2014,,8515.0,56.9248275756836,8.72332,0.853680014610291,0.814920008182526,0.492370009422302,,,3095173.0,65.517,4.273
ER,ER,Africa,2015,,8346.0,57.4330787658691,8.03471,0.861720025539398,0.848380029201508,0.64723002910614,,,3105546.0,65.909,4.217
ER,ER,Africa,2016,,8524.0,,,0.868516206741333,,0.704760015010834,,,3124698.0,66.242,4.164
ER,ER,Africa,2017,,8842.0,63.7134399414062,,0.859449982643127,0.898259997367859,,,,3150347.0,66.612,4.112
ER,ER,Africa,2018,,9028.0,62.929759979248,,0.857460021972656,0.909409999847412,,,,3192760.0,66.979,4.056
ER,ER,Africa,2019,,9375.0,59.4557113647461,,0.860393106937408,0.916796088218689,,,,3240194.0,67.306,3.997
ER,ER,Africa,2020,,,,,,,,,,3291271.0,66.98,3.933
ER,ER,Africa,2021,,,,,,,,,,3350183.0,66.94,3.867
ER,ER,Africa,2022,,12025.0,56.6654586791992,,,,,,,3409447.0,67.789,3.786
ET,ET,Africa,2013,4.82446432113647,,,,0.92558628320694,0.935770511627197,,450.0,,98438751.0,62.161,4.708
ET,ET,Africa,2014,4.79265069961548,244788.733333,52.5954093933105,,0.917990028858185,0.94667375087738,0.488559991121292,530.0,8.50257,101115610.0,62.927,4.605
ET,ET,Africa,2015,5.15336132049561,396302.0,52.8494415283203,,0.908510029315948,0.961709976196289,,580.0,7.87686,103867135.0,63.592,4.529
ET,ET,Africa,2016,5.06151390075684,,,,0.907353699207306,,,650.0,,106718162.0,64.162,4.473
ET,ET,Africa,2017,5.49905061721802,461064.0,,,0.902628362178802,,,710.0,,109666481.0,64.766,4.401
ET,ET,Africa,2018,5.22011184692383,,,,0.900771856307983,,,770.0,,112664152.0,65.257,4.371
ET,ET,Africa,2019,4.48086929321289,,,,0.902289211750031,,,820.0,,115737383.0,65.741,4.347
ET,ET,Africa,2020,4.09056520462036,537596.0,64.0929565429688,,0.902322709560394,,,860.0,,118917671.0,65.969,4.274
ET,ET,Africa,2021,4.06524896621704,516403.0,,,0.912419974803925,,,930.0,,122138588.0,65.33,4.177
ET,ET,Africa,2022,3.73649501800537,353124.0,62.1418037414551,,,,,1010.0,,125384287.0,66.897,4.082
GA,GA,Africa,2013,3.02971005439758,,,,,,,8870.0,,1913059.0,65.751,4.019
GA,GA,Africa,2014,2.66667008399963,,,,,,,8880.0,,1978399.0,66.07,3.953
GA,GA,Africa,2015,2.82435989379883,,,,,,,7610.0,,2040989.0,66.336,3.921
GA,GA,Africa,2016,2.66773080825806,,,,,,,6770.0,,2100306.0,66.583,3.921
GA,GA,Africa,2017,3.55570793151855,,,,,,,6230.0,,2156900.0,66.816,3.913
GA,GA,Africa,2018,3.07154297828674,,,,,,,6540.0,,2212318.0,67.043,3.908
GA,GA,Africa,2019,2.8743097782135,10060.0,72.9149398803711,,0.967231214046478,1.07875549793243,1.20081079006195,6870.0,,2267706.0,67.337,3.884
GA,GA,Africa,2020,3.39874076843262,,,,,,,6730.0,,2322539.0,67.073,3.831
GA,GA,Africa,2021,2.70079278945923,,82.0206985473633,,,,1.37765145301819,6520.0,,2376722.0,67.072,3.776
GA,GA,Africa,2022,2.20773649215698,,,,,,,7480.0,,2430747.0,67.713,3.712
GM,GM,Africa,2013,1.81839001178741,7084.0,60.6040382385254,,1.04388999938965,,,680.0,7.27309,2103820.0,62.252,5.392
GM,GM,Africa,2014,2.22280263900757,6152.0,60.5978355407715,,1.05557000637054,,,600.0,8.85134,2164528.0,62.576,5.197
GM,GM,Africa,2015,2.19235181808472,7902.0,60.7109489440918,,1.06764996051788,,,590.0,8.47324,2224529.0,62.971,5.003
GM,GM,Africa,2016,2.17479729652405,11654.0,60.9133911132812,,1.07556998729706,,,590.0,,2283769.0,63.386,4.809
GM,GM,Africa,2017,2.45919442176819,8528.0,,,1.08311998844147,,,620.0,,2342189.0,63.708,4.614
GM,GM,Africa,2018,2.36544394493103,9694.0,,,1.09420001506805,,,680.0,,2399632.0,64.034,4.42
GM,GM,Africa,2019,2.80809712409973,10101.0,68.6075592041016,,1.10830998420715,,,720.0,,2456844.0,64.427,4.33
GM,GM,Africa,2020,2.88734579086304,10780.0,71.6708374023438,,1.11924004554749,,,720.0,,2515733.0,64.418,4.248
GM,GM,Africa,2021,3.04477691650391,12116.0,74.407470703125,,1.13089001178741,1.17850005626678,,760.0,,2576010.0,63.847,4.165
GM,GM,Africa,2022,2.74282312393188,,75.2207336425781,,1.12258577346802,,,830.0,,2636470.0,64.859,4.078
GH,GH,Africa,2013,4.57646989822388,129599.0,91.1848068237305,11.34636,0.999270021915436,0.912599980831146,0.631229996681213,1790.0,7.27847,27386193.0,62.397,4.114
GH,GH,Africa,2014,3.68234825134277,136578.0,89.2414321899414,11.05138,0.999409973621368,0.939769983291626,0.657790005207062,1830.0,6.44452,28041592.0,62.832,4.029
GH,GH,Africa,2015,3.68874549865723,138928.0,93.6741485595703,11.5566,0.999639987945557,0.949259996414185,0.680729985237122,1880.0,,28696068.0,63.175,3.982
GH,GH,Africa,2016,3.45474433898926,142520.0,,11.52074,1.01233994960785,0.967719972133636,0.701839983463287,1760.0,,29356742.0,63.522,3.873
GH,GH,Africa,2017,3.18611741065979,160939.0,87.8497772216797,11.46962,1.01010000705719,0.973659992218018,0.706740021705627,1830.0,,30008354.0,63.829,3.715
GH,GH,Africa,2018,3.01595592498779,161538.0,88.0406112670898,11.48333,1.01215994358063,0.985480010509491,0.745119988918304,2060.0,,30637585.0,64.138,3.65
GH,GH,Africa,2019,3.15307116508484,168546.0,,11.86731,1.01385998725891,0.998700022697449,0.824509978294373,2170.0,,31258945.0,64.455,3.593
GH,GH,Africa,2020,3.40915989875793,185715.0,,,1.01759004592896,1.00419998168945,0.87882000207901,2250.0,,31887809.0,64.309,3.541
GH,GH,Africa,2021,3.41949439048767,172817.0,,,,,0.911570012569427,2310.0,,32518665.0,64.286,3.492
GH,GH,Africa,2022,2.90529441833496,,92.0071716308594,,,,0.941120028495789,2400.0,,33149152.0,65.246,3.434
GN,GN,Africa,2013,2.63421010971069,37687.0,61.940990447998,,0.842970013618469,0.628703474998474,0.433620005846024,680.0,6.91242,11191873.0,57.459,5.151
GN,GN,Africa,2014,2.42281007766724,37938.0,64.0024795532227,9.00926,0.846140027046204,0.653670012950897,0.44242000579834,730.0,6.07708,11472924.0,57.581,5.07
GN,GN,Africa,2015,2.51713991165161,35940.0,62.8346481323242,,0.813708543777466,0.653762340545654,0.40683576464653,740.0,,11767070.0,57.899,5.002
GN,GN,Africa,2016,2.54450011253357,37680.0,62.4415283203125,,0.819310009479523,0.647530138492584,0.418100863695145,760.0,6.81269,12073030.0,58.49,4.915
GN,GN,Africa,2017,2.3203399181366,39914.0,55.4486312866211,,0.836079776287079,,0.453490972518921,800.0,,12385659.0,58.715,4.793
GN,GN,Africa,2018,2.38432002067566,40816.0,56.6452713012695,,0.843308448791504,0.68032842874527,0.39317199587822,860.0,,12704774.0,59.043,4.669
GN,GN,Africa,2019,1.85812997817993,42135.0,56.9965400695801,,0.838948607444763,0.71750807762146,0.404074788093567,970.0,,13034346.0,59.379,4.576
GN,GN,Africa,2020,2.43267011642456,43914.0,60.7978096008301,,0.848070025444031,,0.409110724925995,1030.0,,13371183.0,59.35,4.489
GN,GN,Africa,2021,2.04074811935425,45766.0,63.183910369873,,,,0.460138857364655,1120.0,,13710513.0,59.373,4.399
GN,GN,Africa,2022,1.98561489582062,,,,,,,1280.0,,14055137.0,60.432,4.303
GW,GW,Africa,2013,2.01027011871338,,,,,,,660.0,,1695973.0,58.879,4.93
GW,GW,Africa,2014,,,,,,,,660.0,,1741122.0,59.476,4.79
GW,GW,Africa,2015,,,,,,,,670.0,,1786457.0,60.071,4.661
GW,GW,Africa,2016,,,,,,,,670.0,,1831893.0,60.619,4.519
GW,GW,Africa,2017,,,,,,,,710.0,,1877072.0,61.148,4.347
GW,GW,Africa,2018,,,,,,,,750.0,,1922168.0,61.652,4.241
GW,GW,Africa,2019,,,,,,,,850.0,,1967696.0,62.161,4.153
